age,artist,designer,dominio,imagem,mecanicas,media,notaRank,notas,numOfPlayers,position,timeOfPlay,title,year
 13 + ,"Sean Brown,Peter Dennis,Paul Niemeyer",Martin Wallace,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/530_t.jpg,"Colocação de Peças,Construção de Rotas,Pegar e Entregar,Rolagem de Dados",8.61,7.67,60,2 a 5 jogadores ,383º,120 min,Age of Steam, (2002)
 12 + ,Adam P. McIver,J. Alex Kevern,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7830_t.jpg,"Controle/Influência de Área,Tabuleiro Modular",7.99,7.67,176,2 a 4 jogadores ,385º,45 min,Gold West, (2015)
 8 + ,,"Steven Aramini,Danny Devine,Paul Kluka",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/18457_t.jpg,"Colocação de Peças,Controle/Influência de Área,Cooperativo,Construção a partir de Modelo,Construção de Rotas,Gestão de Mão,Reconhecimento de Padrão,Tabuleiro Modular",8.02,7.69,173,1 a 4 jogadores ,374º,20 min,Sprawlopolis, (2018)
 8 + ,"Cyrille Daujean,Julien Delval",Alan R. Moon,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/18431_t.jpg,"Colecionar Componentes,Construção de Rotas,Gestão de Mão,Seleção de Cartas",7.88,7.68,286,2 a 4 jogadores ,376º,30 min,Ticket to Ride: New York, (2018)
 8 + ,Vincent Dutrait,Chénier La Salle,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8101_t.jpg,"Colocação de Peças,Seleção de Cartas,Controle/Influência de Área",7.88,7.67,261,2 a 4 jogadores ,387º,45 min,New York 1901, (2015)
 13 + ,Dallas Mehlhoff,"Richard Launius,Kevin Wilson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/30_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Rolagem de Dados,RPG,Tabuleiro Modular",7.74,7.69,1137,1 a 8 jogadores ,373º,90 min,Elder Sign, (2011)
 9 + ,John Yianni,John Yianni,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/687_t.jpg,"Colocação de Peças,Movimento em Grades",7.87,7.69,327,2 jogadores ,370º,20 min,Hive, (2001)
 12 + ,Diego Sanchez,Marcos Macri,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/11096_t.jpg,"Alocação de Trabalhadores,Controle/Influência de Área",7.99,7.69,193,2 a 4 jogadores ,368º,75 min,Chaparral, (2016)
 8 + ,Xavier Gueniffey Durin,Antoine Bauza,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/420_t.jpg,"Colecionar Componentes,Movimento Ponto-a-Ponto,Jogadores com Diferentes Habilidades,Linha de Tempo",7.76,7.69,822,2 a 5 jogadores ,372º,45 min,Tokaido, (2012)
 10 + ,"Daniel Balage,Camille Durand-Kriegel",François Rouzé,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/486_t.jpg,"Ação Simultânea,Cooperativo,Memória,Ação / Movimento Programado,Negociação",7.83,7.70,424,1 a 6 jogadores ,367º,25 min,Room 25, (2013)
 12 + ,,Jake Thornton,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6816_t.jpg,"Cooperativo,Rolagem de Dados,Tabuleiro Modular",7.94,7.68,225,2 a 5 jogadores ,375º,90 min,Dungeon Saga: A Busca do Rei Anão, (2015)
 8 + ,"Michael Schacht,Oliver Schlemmer",Donald X. Vaccarino,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2889_t.jpg,"Cerco de Área,Construção de Rotas,Controle/Influência de Área,Movimento em Grades,Tabuleiro Modular",8.36,7.69,86,2 a 5 jogadores ,371º,45 min,Kingdom Builder: Big Box, (2014)
 12 + ,"Noah Bradley,Vincent Dutrait","Mike Selinker,Chad Brown,Tanis O'Connor,Paul Peterson,Gaby Weidling",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/480_t.jpg,"Construção de Baralho/Peças,Cooperativo,Jogadores com Diferentes Habilidades,RPG,Gestão de Mão,Rolagem de Dados",7.83,7.70,445,1 a 4 jogadores ,364º,90 min,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set, (2013)
 8 + ,"Lina Cossette,David Forest",Tim Eisner,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/13228_t.jpg,Ação / Movimento Programado,8.11,7.68,132,2 a 4 jogadores ,378º,60 min,The Grimm Forest, (2018)
 12 + ,"Steve Argyle,Tom Baxa,Kerem Beyit,Adam Danger Cook,Daarken,Thomas Denmark,Eric Deschamps,Julie Dillon,Jason Engle,Carl Frank,Ralph Horsley,Tyler Jacobson,Warren Mahy,Sean V. Murray,Jim Nelson,William O'Connor,Steve Prescott,Daniel Rudnicki,A. M. Sartor,Dan Scott,Craig J. Spearing,Matias Tapia,Francis Tsai,Brian Valenzuela,Ben Wootten","Chris Dupuis,Peter Lee,Kevin Tatroe,Rodney Thompson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/78_t.jpg,"Gestão de Mão,Campanha/ Batalhas Dirigidas por Cartas,Jogadores com Diferentes Habilidades,Movimento de Área",8.25,7.69,102,2 a 4 jogadores ,369º,90 min,Dungeon Command: Curse of Undeath, (2012)
 10 + ,Dan Ramos,Leandro Pires,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/23508_t.jpg,"Desenhar,Desenhar Rota com Lápis",8.62,7.71,63,1 a 8 jogadores ,363º,30 min,Paper Dungeons: A Dungeon Scrawling Game, (2020)
 8 + ,Riccardo Pieruccini,"Michael Palm,Lukas Zach",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/2060_t.jpg,"Jogadores com Diferentes Habilidades,Rolagem de Dados,Eliminação de Jogadores,Jogo em Equipe,Blefe",7.78,7.70,727,3 a 8 jogadores ,365º,15 min,Bang! The Dice Game, (2013)
 12 + ,"Paul Mafayon,Christophe Swal","Michael Kiesling,Wolfgang Kramer",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/18550_t.jpg,"Colocação de Peças,Controle/Influência de Área,Sistema de Pontos de Ação",8.44,7.71,79,2 a 4 jogadores ,362º,90 min,Cuzco, (2018)
 10 + ,Franz Vohwinkel,Reiner Knizia,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/734_t.jpg,"Gestão de Mão,Colecionar Componentes,Colocação de Peças,Controle/Influência de Área",8.02,7.70,180,2 a 4 jogadores ,366º,45 min,Samurai, (1998)
 10 + ,Julien Delval,"Bruno Cathala,Serge Laget",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/102_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades,Jogo em Equipe,Dedução",7.92,7.71,283,3 a 7 jogadores ,357º,90 min,Shadows Over Camelot, (2005)
 14 + ,"Julius Abrea,Bien Flores,Katrina Mae Hao,Ray Anthony Height,Jay David Ramos,Nigel Raynor,Kevin Sharpe,The Marvel Bullpen,Tony Kordos,Brian “Tots” Valerz,Will Conrad",Devin Low,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/314_t.jpg,"Construção de Baralho/Peças,Cooperativo",8.07,7.71,160,1 a 5 jogadores ,360º,45 min,Legendary: A Marvel Deck Building Game, (2012)
 13 + ,,Philippe Mouchebeuf,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2623_t.jpg,"Negociação,Controle/Influência de Área,Jogo em Equipe",8.34,7.71,91,3 a 6 jogadores ,361º,120 min,Fief: France 1429, (2015)
 10 + ,"Radim Pech,Tomas Kucerovsky",Vlaada Chvátil,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/647_t.jpg,"Colocação de Peças,Rolagem de Dados,Tempo real",7.86,7.71,403,2 a 4 jogadores ,355º,60 min,Galaxy Trucker, (2007)
 10 + ,Tignous,"Fabien Riffaud,Juan Rodriguez",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/8154_t.jpg,"Gestão de Mão,Cooperativo,Force sua sorte,Jogadores com Diferentes Habilidades",7.95,7.71,248,2 a 5 jogadores ,358º,45 min,The Grizzled, (2015)
 8 + ,"Benjamin Raynal,Romain Gaschet,Igor Polouchine,Jean-Baptiste Reynaud,Régis Torres,Anthony Wolff",Richard Garfield,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/306_t.jpg,"Rolagem de Dados,Seleção de Cartas,Eliminação de Jogadores,Force sua sorte",7.74,7.71,2111,2 a 6 jogadores ,359º,30 min,King of Tokyo, (2011)
 12 + ,Moedt Ontwerpers,"Jeroen Doumen,Joris Wiersinga",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1629_t.jpg,"Alocação de Trabalhadores,Colocação de Peças,Negociação,Tabuleiro Modular",8.65,7.73,63,2 a 4 jogadores ,340º,150 min,Antiquity, (2004)
 12 + ,"Sergey Dulin,Uildrim",Alexandr Ushan,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/6743_t.jpg,"RPG,Atuação,Votação,Blefe,Dedução",7.88,7.71,351,3 a 8 jogadores ,352º,15 min,Spyfall, (2014)
 8 + ,Chris Quilliams,Emerson Matsuuchi,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/16669_t.jpg,"Tabuleiro Modular,Controle/Influência de Área,Movimento em Grades,Pegar e Entregar",8.18,7.73,130,2 a 4 jogadores ,338º,45 min,Century: Eastern Wonders, (2018)
 12 + ,"Harald Lieske,Michael Menzel",Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/995_t.jpg,Gestão de Mão,8.07,7.71,163,2 a 5 jogadores ,356º,75 min,In the Year of the Dragon, (2007)
 12 + ,"Kerem Beyit,Daarken,Jason Engle,Dan Scott,Ben Wootten","Chris Dupuis,Peter Lee,Kevin Tatroe,Rodney Thompson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/79_t.jpg,"Gestão de Mão,Campanha/ Batalhas Dirigidas por Cartas,Jogadores com Diferentes Habilidades,Movimento de Área,Tabuleiro Modular",8.29,7.71,101,2 a 4 jogadores ,351º,90 min,Dungeon Command: Blood of Gruumsh, (2013)
 14 + ,Ismaël Pommaz,Marc André,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7451_t.jpg,"Controle/Influência de Área,Movimento de Área,Tabuleiro Modular,Colocação de Peças,Toma essa",7.82,7.71,560,2 a 4 jogadores ,354º,45 min,Barony, (2015)
 14 + ,"Georges Clarenko,Xavier Collette,Gael Goumon,Yannick Hennebo,Kekai Kotaki,Paolo Parente,Adrian Smith,Viktor Dragosani,Stéphane Simon,Xavier Gueniffey Durin","Frédéric Henry,Antoine Bauza,Pascal Bernard,Bruno Cathala,Croc,Ludovic Maublanc,Laurent Pouchain",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6677_t.jpg,"Cooperativo,Eliminação de Jogadores,Jogadores com Diferentes Habilidades,Movimento de Área,Ordem de Fases Variável,Rolagem de Dados,Sistema de Pontos de Ação,Movimento Ponto-a-Ponto",8.34,7.71,92,2 a 5 jogadores ,353º,60 min,Conan, (2016)
 8 + ,"Design Edge,Bill Herrin,Gatis Sluka,Studio Tapiro,Franz Vohwinkel",Wolfgang Kramer,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/681_t.jpg,"Ação Simultânea,Gestão de Mão",7.84,7.75,660,2 a 10 jogadores ,334º,45 min,6 Nimmt!, (1994)
 7 + ,Igor Polouchine,"Denis Blanchot,Guillaume Gille-Naves,Igor Polouchine",Jogos Infantis,https://storage.googleapis.com/ludopedia-capas/3857_t.jpg,"Reconhecimento de Padrão,Tempo real",7.80,7.75,1047,2 a 8 jogadores ,335º,15 min,Dobble (Spot It!), (2009)
 10 + ,"Harald Lieske,Mia Steingräber",Andreas Seyfarth,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15022_t.jpg,"Colecionar Componentes,Gestão de Mão,Ordem de Fases Variável",7.98,7.75,258,2 a 4 jogadores ,332º,60 min,San Juan (Second Edition), (2014)
 10 + ,"Michael Menzel,Yvon-Cheryl Scholten","Michael Rieneck,Stefan Stadler",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/21_t.jpg,"Gestão de Mão,Leilão,Ordem de Fases Variável,Votação,Seleção de Cartas",8.19,7.73,127,2 a 5 jogadores ,337º,120 min,Cuba, (2007)
 8 + ,Andrea Boekhoff,Frederic Moyersoen,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/620_t.jpg,"Gestão de Mão,Construção de Rotas,Jogo em Equipe,Toma essa,Atuação,Blefe",7.79,7.75,1405,3 a 10 jogadores ,333º,30 min,Saboteur, (2004)
 13 + ,Andrew Bosley,James A. Wilson,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/16788_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Gestão de Mão,Seleção de Cartas",8.53,7.73,73,1 a 4 jogadores ,339º,80 min,Everdell, (2018)
 10 + ,Klemens Franz,Uwe Rosenberg,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/13576_t.jpg,"Alocação de Trabalhadores,Colocação de Peças",7.94,7.75,316,1 a 2 jogadores ,330º,45 min,Caverna: Cave vs Cave, (2017)
 10 + ,Sabrina Miramon,Hjalmar Hach,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/13914_t.jpg,"Colocação de Peças,Controle/Influência de Área",7.86,7.75,553,2 a 4 jogadores ,329º,60 min,Photosynthesis, (2017)
 14 + ,"Ossi Hiekkala,Jere Kasanen,Paul Laane,Frida Lögdberg","Rustan Håkansson,Nina Håkansson,Einar Rosén,Robert Rosén",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1868_t.jpg,"Jogadores com Diferentes Habilidades,Seleção de Cartas,Ordem de Fases Variável",8.22,7.75,127,1 a 5 jogadores ,331º,120 min,Nations, (2013)
 10 + ,,José R. Mendes,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/16955_t.jpg,"Colocação de Peças,Jogadores com Diferentes Habilidades,Movimento de Área,Rolagem de Dados",8.09,7.76,176,2 jogadores ,328º,45 min,Futboard, (2018)
 8 + ,Felix Kindelan,Reiner Knizia,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/18839_t.jpg,"Gestão de Mão,Colecionar Componentes,Colocação de Peças,Pedra, Papel e Tesoura,Seleção de Cartas,Toma essa",8.04,7.74,195,2 a 4 jogadores ,336º,15 min,Kariba, (2010)
 12 + ,"Silvia Christoph,Franz Vohwinkel","Inka Brand,Markus Brand",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/12477_t.jpg,"Cooperativo,Papel e Caneta,Dedução,Tempo real",8.15,7.76,155,1 a 6 jogadores ,321º,90 min,EXIT: The Game – The Abandoned Cabin, (2016)
 13 + ,Víctor Pérez Corbella,"Mike Elliott,Rob Heinsoo,Jim Lin,Gregory Marques,Rob Watkins",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5455_t.jpg,"Construção de Baralho/Peças,Cooperativo,Jogadores com Diferentes Habilidades",7.97,7.76,287,1 a 4 jogadores ,323º,25 min,Shadowrun: Crossfire, (2014)
 13 + ,"Lorraine Schleter,David Sladek","Sérgio Halaban,André Zatz",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/5741_t.jpg,"Gestão de Mão,Colecionar Componentes,Negociação,Blefe,Seleção de Cartas",7.83,7.76,939,3 a 5 jogadores ,320º,60 min,Sheriff of Nottingham, (2014)
 12 + ,"Julien Delval,Harald Lieske",Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/654_t.jpg,"Construção de Rotas,Pegar e Entregar,Rolagem de Dados,Seleção de Cartas,Sistema de Pontos de Ação,Gestão de Mão,Colecionar Componentes",8.34,7.77,104,2 a 4 jogadores ,318º,90 min,Macao, (2009)
 10 + ,Kyle Ferrin,"Patrick Leder,David Somerville",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10976_t.jpg,"Colocação de Peças,Force sua sorte,Jogadores com Diferentes Habilidades,Sistema de Pontos de Ação,Tabuleiro Modular",8.17,7.77,148,1 a 5 jogadores ,319º,75 min,Vast: The Crystal Caverns, (2016)
 8 + ,,Phil Walker-Harding,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/9787_t.jpg,"Gestão de Mão,Colecionar Componentes,Seleção de Cartas",8.06,7.76,198,2 a 8 jogadores ,322º,20 min,Sushi Go Party!, (2016)
 8 + ,Cristina Sena,Marcos Macri,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/24623_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Gestão de Mão,Seleção de Cartas",8.41,7.76,90,2 a 5 jogadores ,325º,40 min,Dogs: Card Game, (2020)
 12 + ,"Jason Engle,Steve Prescott",Peter Lee,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/189_t.jpg,"Cooperativo,Rolagem de Dados,RPG,Tabuleiro Modular",8.03,7.76,215,1 a 5 jogadores ,326º,60 min,Dungeons & Dragons: The Legend of Drizzt Board Game, (2011)
 8 + ,Gyom,Kasper Lapp,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/13307_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Movimento em Grades,Tempo real,Ação Simultânea,Movimento de Área,Tabuleiro Modular",7.86,7.76,546,1 a 8 jogadores ,327º,15 min,Magic Maze, (2017)
 8 + ,Miguel Coimbra,Philippe Keyaerts,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/44_t.jpg,"Controle/Influência de Área,Jogadores com Diferentes Habilidades,Movimento de Área,Rolagem de Dados,Colecionar Componentes,Colocação de Peças",7.82,7.77,1229,2 a 5 jogadores ,314º,80 min,Small World, (2009)
 10 + ,"Tavis Coburn,Michael Crampton","Rob Daviau,Justin D. Jacobson,Wolfgang Kramer",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14277_t.jpg,"Apostas,Gestão de Mão,Jogadores com Diferentes Habilidades,Leilão",7.98,7.77,280,2 a 6 jogadores ,317º,40 min,Downforce, (2017)
 10 + ,"Carole Carrion,Mike Doyle (I),Pete Fenlon,Paul Laane,Zeilbeck & Natzeck Design Company",Reiner Knizia,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/908_t.jpg,"Gestão de Mão,Especulação Financeira,Leilão,Atuação",7.88,7.77,527,3 a 5 jogadores ,315º,45 min,Modern Art, (1992)
 12 + ,"Dennis Crabapple McClain,Christopher Moeller,Peter Whitley","Rob Daviau,Bruce Glassco,Bill McQuillan,Mike Selinker,Teeuwynn Woodruff",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/590_t.jpg,"Jogadores com Diferentes Habilidades,Jogo em Equipe,Rolagem de Dados,RPG,Tabuleiro Modular",7.94,7.78,372,3 a 6 jogadores ,312º,60 min,Betrayal at House on the Hill, (2004)
 14 + ,Gary Simpson,"Mike Langlois,Christian Leonhard,Gary Simpson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2265_t.jpg,"Construção de Baralho/Peças,Cooperativo,Narração de Histórias",7.97,7.78,327,1 a 4 jogadores ,311º,90 min,Fireteam Zero, (2014)
 14 + ,,"Molly Glover,Tom Jolly",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15147_t.jpg,"Controle/Influência de Área,Blefe,Jogadores com Diferentes Habilidades",8.15,7.76,150,2 a 5 jogadores ,324º,60 min,Battle for Rokugan, (2017)
 12 + ,,"Nate French,Caleb Grace,Michael Boggs",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/22750_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades",9.02,7.78,48,1 a 4 jogadores ,313º,60 min,Marvel Champions: The Card Game, (2019)
 8 + ,"Jiahui Eva Gao,Vipin Alex Jacob","Antoine Bauza,Corentin Lebrat,Ludovic Maublanc,Théo Rivière",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/21711_t.jpg,"Ação Simultânea,Colecionar Componentes,Rolagem de Dados,Seleção de Cartas",8.11,7.79,190,2 a 5 jogadores ,308º,15 min,Draftosaurus, (2019)
 8 + ,Claus Stephan,Rüdiger Dorn,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8586_t.jpg,"Ação Simultânea,Colocação de Peças",7.92,7.79,453,2 a 4 jogadores ,307º,40 min,Karuba, (2015)
 8 + ,Julien Delval,Alan R. Moon,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/958_t.jpg,"Gestão de Mão,Colecionar Componentes,Construção de Rotas,Seleção de Cartas",8.27,7.80,128,2 a 3 jogadores ,304º,45 min,Ticket to Ride: Nordic Countries, (2007)
 14 + ,Jarek Nocoń,Brent Povis,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/333_t.jpg,"Gestão de Mão,Colecionar Componentes,Seleção de Cartas",7.94,7.79,387,2 jogadores ,310º,40 min,Fungi (Morels), (2012)
 14 + ,"Xavier Gueniffey Durin,Stéphane Gantiez",Régis Bonnessée,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6023_t.jpg,"Ação / Movimento Programado,Pegar e Entregar,Ação Simultânea",8.06,7.80,233,3 a 5 jogadores ,302º,90 min,Lords of Xidit, (2014)
 8 + ,"Igor Burlakov,Xavier Collette","Oleksandr Nevskiy,Oleg Sidorenko",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6717_t.jpg,"Atuação,Gestão de Mão,Cooperativo,Tabuleiro Modular,Dedução",7.85,7.79,1013,2 a 7 jogadores ,309º,42 min,Mysterium, (2015)
 8 + ,Nicolas Neubauer,Grzegorz Rejchtman,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/137_t.jpg,"Colocação de Peças,Colecionar Componentes,Tempo real",7.92,7.82,628,2 a 4 jogadores ,289º,30 min,Ubongo, (2003)
 14 + ,"Tommy Ng,Ari Wong,Ben Carre",Tobey Ho,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8182_t.jpg,"Jogo em Equipe,Narração de Histórias,Blefe,Dedução",7.92,7.77,392,4 a 12 jogadores ,316º,20 min,Deception: Murder in Hong Kong, (2014)
 12 + ,"Cody Miller,Steve ""Coolhand"" Tyler,Peter Wocken",Cody Miller,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2565_t.jpg,"Colocação de Peças,Jogadores com Diferentes Habilidades,Movimento em Grades,Pegar e Entregar,Rolagem de Dados,Sistema de Pontos de Ação,Tabuleiro Modular,Rolar e Mover",8.52,7.83,89,3 a 5 jogadores ,286º,120 min,Xia: Legends of a Drift System, (2014)
 12 + ,"Anders Finer,Rafał Hrynkiewicz,Henning Ludvigsen,Kurt Miller,Scott Nicely,Brian Schomburg","Richard Launius,Kevin Wilson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/53_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Movimento Ponto-a-Ponto,Rolagem de Dados,RPG",7.99,7.80,324,1 a 8 jogadores ,301º,240 min,Arkham Horror (Second Edition), (2005)
